"PO number prefix","PO number","PO number suffix","Vendor","Organization type","Order type","Acquisitions units","Approval date","Assigned to","Bill to","Ship to","Manual","Re-encumber","Created by","Created on","Note","Workflow status","Approved","Renewal interval","Subscription","Manual renewal","Ongoing notes","Review period","Renewal date","Review date","PO tags","POLine number","Title","Instance UUID","Subscription from","Subscription to","Subscription interval","Receiving note","Publisher","Edition","Linked package","Contributor, Contributor type","Product ID, Qualifier, Product ID type","Internal note","Acquisition method","Order format","Created on (PO Line)","Receipt date","Receipt status","Payment status","Source","Donor","Selector","Requester","Cancellation restriction","Cancellation description","Rush","Collection","Line description","Vendor reference number, reference type","Instructions to vendor","Account number","Physical unit price","Quantity physical","Electronic unit price","Quantity electronic","Discount","Estimated price","Currency","Fund code, Expense class, Value, Amount","Location, Quantity P, Quantity E","Material supplier","Receipt due","Expected receipt date","Volumes","Create inventory","Material type","Access provider","Activation status","Activation due","Create inventory E","Material type E","Trial","Expected activation","User limit","URL","POLine tags","Renewal note"
,"10616",,"autotest_code_953.0714205716536343","","Ongoing","","11/14/2023, 1:14 PM",,,,false,true,"folio-aqa","11/14/2023, 1:13 PM","","Open",false,,false,false,,,,,,"10616-1","1-bit symphony [realia] / Tristan Perich.","2e66d79e-68b0-4c71-addc-cb1dbe10f4d0",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""754.3969422271598343""""""""40""""40""","""autotest_location_code_833.1279474625411545""""1""""0""","autotest_code_953.0714205716536343",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10615",,"autotest_code_279.07944068354914512","","One-Time","","11/14/2023, 1:13 PM",,,,false,true,"folio-aqa","11/14/2023, 1:13 PM","","Open",true,,,,,,,,,"10615-1","1-bit symphony [realia] / Tristan Perich.","a08c9e8a-fce8-475c-9fa6-c949137f95a6",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Fully Paid","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""793.1729208572766512""""""""40""""40""","""autotest_location_code_758.6573739233571497""""1""""0""","autotest_code_279.07944068354914512",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10614",,"autotest_code_731.2100816423296275","","Ongoing","","11/14/2023, 1:11 PM",,,,false,true,"folio-aqa","11/14/2023, 1:11 PM","","Open",false,,false,false,,,,,,"10614-1","1-bit symphony [realia] / Tristan Perich.","b24564d5-7fc1-42f8-b08e-efafb1215d99",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""507.65295817818395275""""""""100""""100""","""autotest_location_code_402.1120502341796569""""1""""0""","autotest_code_731.2100816423296275",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10612",,"autotest_code_439.46212812457424355","","Ongoing","","11/14/2023, 1:11 PM",,,,false,true,"folio-aqa","11/14/2023, 1:10 PM","","Open",false,,false,false,,,,,,"10612-1","1-bit symphony [realia] / Tristan Perich.","4e59d695-3d13-494e-a499-ce2ae1af1c8e",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"USD","""526.7165428910068355""""""""100""""100""","""autotest_location_code_515.3312028733926634""""1""""0""","autotest_code_439.46212812457424355",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10599",,"GOBI","","One-Time","","11/14/2023, 12:49 PM",,,,false,false,"Invalid reference","11/14/2023, 12:49 PM","","Open",true,,,,,,,,,"10599-1","Crossfire :","efbb2905-7d0d-453c-b0ce-09fb1aea2cd1",,,,,,,,"",,,"Purchase At Vendor System","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,,,,,false,false,,,,,20,6,,,"""""""percentage""",120,"USD","","""E""""1""""0"" | ""KU/CC/DI/A""""2""""0"" | ""KU/CC/DI/M""""3""""0""",,,,"","Instance, Holding, Item","book",,false,,,,false,,,,,
,"10588",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10588-1","QUANTUM MATERIALS, DEVICES, AND APPLICATIONS",,,,,,"ELSEVIER",,,"""undefined""""Personal name""","""9780128209134""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953515""""Vendor order reference number""","PQENL","137050",,,450,1,"""""""percentage""",450,"USD","""""""""""100%""""450""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10586",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10586-1","REPRESENTATION OF WORKERS IN THE DIGITAL ERA : ORGANIZING A HETEROGENEOUS WORKFORCE",,,,,,"PALGRAVE MACMILLAN",,,"""undefined""""Personal name""","""9783031046520""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951860""""Vendor order reference number""","PQENL","137050",,,49.99,1,"""""""percentage""",49.99,"USD","""""""""""100%""""49.99""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10587",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10587-1","PAIN WE CARRY : HEALING FROM COMPLEX PTSD FOR PEOPLE OF COLOR.",,,,,,"NEW HARBINGER PUB",,,"""GUTIERREZ, NATALIE Y""""Personal name""","""9781684039326""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953504""""Vendor order reference number""","PQENL","137050",,,14.15,1,"""""""percentage""",14.15,"USD","""""""""""100%""""14.15""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10584",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10584-1","45 CONVERSATIONS ABOUT BEHAVIORAL ECONOMICS : AN INTERDISCIPLINARY DISCUSSION CROSSING BUSINESS, PUBL",,,,,,"PALGRAVE MACMILLAN",,,"""LEE, LI WAY""""Personal name""","""9783031050466""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951670""""Vendor order reference number""","PQENL","137050",,,49.99,1,"""""""percentage""",49.99,"USD","""""""""""100%""""49.99""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10585",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10585-1","DECOLONIAL MARXISM : ESSAYS FROM THE PAN-AFRICAN REVOLUTION.",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781839764141""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991950141""""Vendor order reference number""","PQE1U","137050",,,84.95,1,"""""""percentage""",84.95,"USD","""""""Electronic""""100%""""84.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10583",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10583-1","SOCIAL CONTRACTS AND INFORMAL WORKERS IN THE GLOBAL SOUTH",,,,,,"EDWARD ELGAR",,,"""undefined""""Personal name""","""9781839108068""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951895""""Vendor order reference number""","PQE1U","137050",,,30,1,"""""""percentage""",30,"USD","""""""""""100%""""30""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10582",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10582-1","PARTICIPATION INCOME : AN ALTERNATIVE TO BASIC INCOME FOR POVERTY REDUCTION IN THE DIGITAL AGE.",,,,,,"EDWARD ELGAR",,,"""HIILAMO, HEIKKI""""Personal name""","""9781800880801""""""""ISBN""","MAT/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"MAT",,false,,false,false,,"""99991951589""""Vendor order reference number""","PQE1U","137050",,,30,1,"""""""percentage""",30,"USD","""""""""""100%""""30""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10578",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10578-1","CITIZEN AND PARIAH : SOMALI TRADERS AND THE REGULATION OF DIFFERENCE IN SOUTH AFRICA.",,,,,,"WITS UNIVERSITY PRESS",,,"""GASTROW, VANYA""""Personal name""","""9781776147410""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991951901""""Vendor order reference number""","CUPEA","137050",,,140,1,"""""""percentage""",140,"USD","""""""Electronic""""100%""""140""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10581",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10581-1","COMPUTATIONAL GEOMETRY WITH INDEPENDENT AND DEPENDENT UNCERTAINTIES.",,,,,,"WORLD SCIENTIFIC",,,"""GITIK, RIVKA""""Personal name""","""9789811253843""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953533""""Vendor order reference number""","EBSCA","137050",,,125,1,"""""""percentage""",125,"USD","""""""""""100%""""125""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10579",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10579-1","CREATIVE AGEING AND THE ARTS OF CARE : REFRAMING ACTIVE AGEING.",,,,,,"EMERALD GROUP PUBL",,,"""BROOKE, ELIZABETH""""Personal name""","""9781838674373""""""""ISBN""","CMH/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"CMH",,false,,false,false,,"""99991953505""""Vendor order reference number""","PQENL","137050",,,125,1,"""""""percentage""",125,"USD","""""""""""100%""""125""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10580",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10580-1","GROUNDINGS WITH MY BROTHERS",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781788731171""""""""ISBN""","HZM/im. order in addition to hard copy coming on approval plan","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949839""""Vendor order reference number""","PQE1U","137050",,,44.95,1,"""""""percentage""",44.95,"USD","""""""""""100%""""44.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10577",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10577-1","AGAINST DECOLONISATION : TAKING AFRICAN AGENCY SERIOUSLY.",,,,,,"HURST & COMPANY",,,"""TAIWO, OLUFEMI""""Personal name""","""9781787388857""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949681""""Vendor order reference number""","EBSUU","137050",,,31.33,1,"""""""percentage""",31.33,"USD","""""""Electronic""""100%""""31.33""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10576",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10576-1","CENTERING HOPE AS A SUSTAINABLE DECOLONIAL PRACTICE : ESPERANZA EN PRACTICA.",,,,,,"LEXINGTON BOOKS",,,"""GONZALEZ-JUSTINIANO, YARA""""Personal name""","""9781793650900""""""""ISBN""","KMB/ts Rush please notify robyn.hendersonespinoza@duke.edu","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"KMB",,false,,true,false,,"""99991948653""""Vendor order reference number""","PQEUA","137050",,,252,1,"""""""percentage""",252,"USD","""""""""""100%""""252""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10572",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10572-1","ELITE CAPTURE;HOW THE POWERFUL TOOK OVER IDENTITY POLITICS (AND EVERYTHING ELSE).",,,,,,"HAYMARKET BOOKS",,,"""OLUFMI O. TAIWO""""Personal name""","""9781642597141""""""""ISBN""","KMB/ts Rush please notify lacey.hudspeth@duke.edu","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"KMB",,false,,true,false,,"""99991948638""""Vendor order reference number""","PQEUA","99999-10",,,31.98,1,"""""""percentage""",31.98,"USD","""""""""""100%""""31.98""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10575",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10575-1","CITY LIFE IN AFRICA : ANTHROPOLOGICAL INSIGHTS.",,,,,,"ROUTLEDGE",,,"""WERTHMANN, KATJA""""Personal name""","""9781003143857""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991949812""""Vendor order reference number""","TAFUU","137050",,,180,1,"""""""percentage""",180,"USD","""""""Electronic""""100%""""180""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10573",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10573-1","RUSSIAN REVOLUTION : A VIEW FROM THE THIRD WORLD",,,,,,"VERSO",,,"""RODNEY, WALTER""""Personal name""","""9781786635327""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991951028""""Vendor order reference number""","PQE1U","137050",,,74.95,1,"""""""percentage""",74.95,"USD","""""""""""100%""""74.95""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10574",,"GOBI","","One-Time","","11/14/2023, 12:23 PM",,,,false,false,"Invalid reference","11/14/2023, 12:23 PM","","Open",true,,,,,,,,,"10574-1","AFRICA-CHINA-TAIWAN RELATIONS, 1949-2020",,,,,,"LEXINGTON BOOKS",,,"""undefined""""Personal name""","""9781793649676""""""""ISBN""","HZM/im","Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,"HZM",,false,,false,false,,"""99991950012""""Vendor order reference number""","EBSUU","137050",,,320,1,"""""""percentage""",320,"USD","""""""""""100%""""320""","""E""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10569",,"GOBI","","One-Time","","11/14/2023, 12:20 PM",,,,false,false,"Invalid reference","11/14/2023, 12:20 PM","","Open",true,,,,,,,,,"10569-1","Quiet time.",,,,,,,,,"",,,"Purchase At Vendor System","Electronic Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","MARC",,,,,,false,false,,,,,,,25,1,"""""""percentage""",25,"USD","","""KU/CC/DI/A""""0""""1""",,,,,,,,false,,"None",,false,,,,,
,"10562",,"autotest_code_264.6543018040129421","","Ongoing","","11/14/2023, 11:21 AM",,,,false,false,"folio-aqa","11/14/2023, 11:18 AM","","Open",true,,false,false,,,,,,"10562-1","1-bit symphony [realia] / Tristan Perich.","0ad329f0-b45c-4159-aeff-9066eef12f74",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","357.2542421702795527",70,1,,,"""""""percentage""",70,"USD","""421.6620032130384426""""""""70""""70""","""autotest_location_code_106.37535921824754261""""1""""0""","autotest_code_264.6543018040129421",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10561",,"autotest_code_134.3727221205355886","","Ongoing","","11/14/2023, 11:19 AM",,,,false,false,"folio-aqa","11/14/2023, 11:18 AM","","Open",true,,false,false,,,,,,"10561-1","1-bit symphony [realia] / Tristan Perich.","bfbb2ae1-2244-4053-9584-749a51e41f2f",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","492.806207577102323",100,1,,,"""""""percentage""",100,"USD","""346.3773789101052922""""""""100""""100""","""autotest_location_code_810.6249272026764866""""1""""0""","autotest_code_134.3727221205355886",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10557",,"autotest_code_454.95340832822865285","","Ongoing","","11/14/2023, 11:18 AM",,,,false,true,"folio-aqa","11/14/2023, 11:16 AM","","Open",true,,false,false,,,,,,"10557-1","Autotest Tetle_589.8386309395304314","038c8963-a93b-40f7-8754-90720413f94e",,,,,,,,"","",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",10,2,,,"""""""percentage""",20,"USD","""529.975507280052426""""""""100%""""20""","""KU/CC/DI/M""""2""""0""","autotest_code_454.95340832822865285",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10554",,"autotest_code_420.67324942562266349","","One-Time","","11/14/2023, 11:17 AM",,,,false,true,"Invalid reference","11/14/2023, 11:16 AM","","Open",false,,,,,,,,,"10554-1","1-bit symphony [realia] / Tristan Perich.","09aff4e2-aebc-4afd-9dba-49f6a66faf54",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"EUR","""479.3561855235821365""""""""100%""""100""","""autotest_location_code_204.56318768007404178""""1""""0""","autotest_code_420.67324942562266349",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10554",,"autotest_code_420.67324942562266349","","One-Time","","11/14/2023, 11:17 AM",,,,false,true,"Invalid reference","11/14/2023, 11:16 AM","","Open",false,,,,,,,,,"10554-2","1-bit symphony [realia] / Tristan Perich.","848417b2-f5fe-46ba-94af-b2c7e1636df1",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Awaiting Receipt","Awaiting Payment","User",,,,,,false,false,,"","","",100,1,,,"""""""percentage""",100,"PLN","""479.3561855235821365""""""""100%""""100""","""autotest_location_code_204.56318768007404178""""1""""0""","autotest_code_420.67324942562266349",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10550",,"autotest_code_290.63285065712125478","","Ongoing","","11/14/2023, 11:13 AM",,,,false,true,"folio-aqa","11/14/2023, 11:13 AM","","Open",true,,false,false,,,,,,"10550-1","1-bit symphony [realia] / Tristan Perich.","4d42ee27-2416-4de7-91e3-66860a55f36e",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Cancelled","User",,,,,,false,false,,"","","",10,1,,,"""""""percentage""",10,"USD","""342.8285793429571478""""""""10""""10""","""autotest_location_code_258.4357889107017271""""1""""0""","autotest_code_290.63285065712125478",,,"","Instance, Holding, Item","book",,,,,,,,,,,
,"10547",,"autotest_code_723.6028140710783906","","Ongoing","","11/14/2023, 11:12 AM",,,,false,true,"folio-aqa","11/14/2023, 11:12 AM","","Open",false,,false,false,,,,,,"10547-1","1-bit symphony [realia] / Tristan Perich.","fee972ce-cb36-457e-b42d-de13c312d65a",,,,,"Cantaloupe Music","",,"""Perich, Tristan""""Personal name""","""713746305420""""""""UPC""",,"Depository","Physical Resource","11/14/2023",,"Ongoing","Ongoing","User",,,,,,false,false,,"","","",40,1,,,"""""""percentage""",40,"USD","""460.4762536695912906""""""""40""""40""","""autotest_location_code_787.4177067848666348""""1""""0""","autotest_code_723.6028140710783906",,,"","Instance, Holding, Item","book",,,,,,,,,,,
